"Ngày","Lần cuối","Mở","Cao","Thấp","KL","% Thay đổi"
"04/10/2023","230.20","226.45","232.24","222.92","92.00K","1.55%"
"03/10/2023","226.68","236.72","236.80","226.30","134.89K","-4.24%"
"02/10/2023","236.72","236.35","238.17","235.74","63.84K","0.16%"
"29/09/2023","236.35","234.58","236.88","234.08","79.61K","0.79%"
"28/09/2023","234.50","235.84","236.17","231.81","82.31K","-0.57%"
"27/09/2023","235.84","229.75","235.85","227.89","98.77K","2.65%"
"26/09/2023","229.75","231.43","235.62","229.68","120.45K","-0.76%"
"25/09/2023","231.50","243.12","243.84","231.50","130.45K","-4.79%"
"22/09/2023","243.15","251.91","251.91","240.90","174.47K","-3.46%"
"21/09/2023","251.87","254.82","255.57","251.24","101.43K","-1.16%"
"20/09/2023","254.82","250.22","254.83","250.05","77.55K","1.84%"
"19/09/2023","250.22","249.73","252.33","247.29","86.51K","-0.10%"
"18/09/2023","250.48","252.74","253.10","249.31","78.25K","-0.90%"
"15/09/2023","252.76","251.86","254.54","251.05","82.27K","0.36%"
"14/09/2023","251.86","256.11","256.97","251.80","121.71K","-1.66%"
"13/09/2023","256.11","256.32","259.03","254.29","116.46K","-0.08%"
"12/09/2023","256.32","251.10","256.36","250.46","97.51K","1.99%"
"11/09/2023","251.33","256.20","258.32","251.33","130.34K","-1.90%"
"08/09/2023","256.20","256.13","257.81","255.32","107.23K","0.02%"
"07/09/2023","256.14","255.36","257.74","254.72","117.39K","0.31%"
"06/09/2023","255.36","252.16","255.37","250.85","105.69K","1.22%"
"05/09/2023","252.28","249.75","252.95","248.04","111.88K","1.01%"
"31/08/2023","249.75","247.96","249.77","247.91","94.76K","0.72%"
"30/08/2023","247.96","246.47","248.20","244.90","95.31K","0.60%"
"29/08/2023","246.48","244.92","248.02","244.92","104.02K","0.65%"
"28/08/2023","244.88","243.02","244.98","241.29","99.66K","0.82%"
"25/08/2023","242.90","243.23","245.14","242.11","94.82K","-0.14%"
"24/08/2023","243.23","238.07","243.23","237.54","99.97K","2.17%"
"23/08/2023","238.07","239.65","241.77","237.63","70.25K","-0.66%"
"22/08/2023","239.65","238.04","239.86","231.74","118.70K","0.71%"
"21/08/2023","237.97","235.87","239.05","232.92","116.51K","0.85%"
"18/08/2023","235.96","249.99","249.99","235.23","238.17K","-5.60%"
"17/08/2023","249.97","252.56","253.62","249.97","137.34K","-1.03%"
"16/08/2023","252.56","251.65","252.83","250.71","103.37K","0.44%"
"15/08/2023","251.45","250.63","253.53","250.63","119.71K","0.40%"
"14/08/2023","250.44","245.07","250.69","245.01","132.87K","2.12%"
"11/08/2023","245.25","243.91","245.60","241.69","108.97K","0.55%"
"10/08/2023","243.91","245.88","247.22","243.73","131.57K","-0.80%"
"09/08/2023","245.88","246.22","247.84","245.36","126.45K","-0.08%"
"08/08/2023","246.07","245.65","247.85","245.64","158.28K","0.16%"
"07/08/2023","245.68","242.51","246.24","242.51","120.02K","1.35%"
"04/08/2023","242.41","239.77","242.70","239.58","106.35K","1.10%"
"03/08/2023","239.77","241.31","242.27","239.18","100.24K","-0.64%"
"02/08/2023","241.31","239.35","241.94","239.04","94.42K","0.82%"
"01/08/2023","239.35","239.56","241.74","239.29","147.18K","-0.08%"
"31/07/2023","239.55","237.54","240.62","237.44","114.84K","0.85%"
"28/07/2023","237.54","235.64","237.84","235.63","121.97K","0.81%"
"27/07/2023","235.64","236.20","237.67","234.21","106.45K","-0.24%"
"26/07/2023","236.20","236.93","237.94","235.34","74.18K","-0.31%"
"25/07/2023","236.93","235.82","237.66","234.77","107.43K","0.17%"
"24/07/2023","236.53","234.86","237.48","233.92","126.56K","0.66%"
"21/07/2023","234.98","233.19","234.99","233.19","91.78K","0.82%"
"20/07/2023","233.07","232.12","233.19","230.74","87.05K","0.69%"
"19/07/2023","231.47","230.98","233.29","230.93","91.27K","0.22%"
"18/07/2023","230.96","230.94","232.15","230.04","95.87K","0.00%"
"17/07/2023","230.95","230.20","231.91","230.15","113.37K","0.33%"
"14/07/2023","230.19","230.11","231.69","228.31","105.55K","0.10%"
"13/07/2023","229.97","228.88","230.23","228.01","99.23K","0.48%"
"12/07/2023","228.88","229.22","230.55","228.13","95.47K","-0.15%"
"11/07/2023","229.22","228.33","230.54","228.04","111.72K","0.37%"
"10/07/2023","228.37","225.82","228.78","225.81","120.40K","1.13%"
"07/07/2023","225.82","225.07","225.82","222.93","81.14K","0.33%"
"06/07/2023","225.08","227.84","228.09","223.81","109.12K","-1.21%"
"05/07/2023","227.84","228.76","230.12","227.63","90.33K","-0.40%"
"04/07/2023","228.76","226.52","228.79","226.35","108.29K","0.95%"
"03/07/2023","226.60","227.32","228.35","225.80","74.97K","-0.32%"
"30/06/2023","227.32","226.49","228.00","224.40","63.93K","-0.07%"
"29/06/2023","227.48","230.22","230.60","227.48","94.20K","-1.20%"
"28/06/2023","230.25","230.85","231.53","229.03","77.79K","-0.25%"
"27/06/2023","230.82","231.01","232.00","229.44","68.20K","-0.08%"
"26/06/2023","231.01","231.54","232.09","228.03","114.65K","-0.23%"
"23/06/2023","231.54","231.91","233.30","230.83","122.05K","-0.16%"
"22/06/2023","231.91","231.81","233.39","230.81","107.16K","0.06%"
"21/06/2023","231.77","228.77","231.77","228.66","100.62K","1.31%"
"20/06/2023","228.77","226.52","228.79","226.10","77.08K","0.99%"
"19/06/2023","226.52","228.37","229.02","226.31","127.55K","-0.84%"
"16/06/2023","228.44","229.53","232.13","228.44","135.52K","-0.47%"
"15/06/2023","229.53","228.92","229.54","227.76","89.33K","0.27%"
"14/06/2023","228.91","230.25","232.68","228.68","117.25K","-0.58%"
"13/06/2023","230.25","229.37","231.08","229.08","118.08K","0.38%"
"12/06/2023","229.37","227.60","229.38","226.37","104.84K","0.78%"
"09/06/2023","227.60","226.80","227.85","224.68","117.91K","0.36%"
"08/06/2023","226.78","230.34","231.62","226.78","150.19K","-1.54%"
"07/06/2023","230.33","228.73","230.51","228.54","114.02K","0.70%"
"06/06/2023","228.72","226.56","228.73","225.77","130.50K","0.95%"
"05/06/2023","226.56","226.03","229.17","225.97","107.23K","0.23%"
"02/06/2023","226.03","223.97","227.71","223.95","126.96K","0.92%"
"01/06/2023","223.97","222.90","225.11","222.39","118.00K","0.52%"
"31/05/2023","222.81","221.46","223.90","221.38","130.41K","0.67%"
"30/05/2023","221.33","220.31","222.05","219.79","111.92K","0.46%"
"29/05/2023","220.31","217.75","220.57","217.75","127.79K","1.23%"
"26/05/2023","217.64","216.78","217.75","216.71","79.67K","0.40%"
"25/05/2023","216.78","216.07","217.11","215.04","81.54K","0.38%"
"24/05/2023","215.96","215.79","217.28","215.68","90.66K","0.08%"
"23/05/2023","215.79","216.01","217.34","214.55","106.76K","-0.05%"
"22/05/2023","215.90","213.97","216.14","213.91","82.28K","0.93%"
"19/05/2023","213.91","213.01","214.92","212.30","102.58K","0.42%"
"18/05/2023","213.01","212.94","214.47","212.79","105.92K","0.07%"
"17/05/2023","212.86","214.69","215.79","212.70","118.55K","-0.82%"
"16/05/2023","214.62","213.55","216.12","213.55","93.25K","0.14%"
"15/05/2023","214.33","215.10","217.40","214.33","114.77K","-0.36%"
"12/05/2023","215.10","214.46","215.11","213.54","117.05K","0.32%"
"11/05/2023","214.41","213.94","215.82","213.94","118.74K","0.24%"
"10/05/2023","213.89","211.90","214.27","211.24","117.53K","0.92%"
"09/05/2023","211.95","210.98","212.20","210.75","77.37K","0.49%"
"08/05/2023","210.92","207.74","211.18","207.74","111.60K","1.50%"
"05/05/2023","207.80","207.22","209.29","205.02","70.61K","-0.17%"
"04/05/2023","208.15","207.44","208.70","206.88","85.44K","0.32%"
"28/04/2023","207.48","205.62","207.63","205.52","71.36K","0.79%"
"27/04/2023","205.86","205.75","207.47","205.40","66.71K","0.01%"
"26/04/2023","205.84","204.59","205.84","203.62","62.72K","0.56%"
"25/04/2023","204.69","206.75","207.70","204.34","85.41K","-1.00%"
"24/04/2023","206.76","206.80","208.19","206.13","59.01K","-0.08%"
"21/04/2023","206.92","206.61","208.51","206.16","93.02K","0.15%"
"20/04/2023","206.61","205.70","207.64","205.37","65.19K","0.37%"
"19/04/2023","205.85","208.25","208.93","205.71","61.62K","-1.15%"
"18/04/2023","208.25","206.45","208.25","206.01","74.31K","0.78%"
"17/04/2023","206.63","207.25","207.51","205.80","55.55K","-0.30%"
"14/04/2023","207.25","209.63","210.84","207.25","109.45K","-1.23%"
"13/04/2023","209.84","212.06","212.69","209.52","84.78K","-0.99%"
"12/04/2023","211.94","212.34","213.49","211.40","93.05K","-0.19%"
"11/04/2023","212.34","212.00","212.34","208.81","112.22K","0.16%"
"10/04/2023","212.00","211.72","214.76","210.53","154.23K","0.19%"
"07/04/2023","211.60","211.43","212.81","209.46","103.72K","0.08%"
"06/04/2023","211.43","212.58","215.42","211.42","149.19K","-0.54%"
"05/04/2023","212.58","210.58","213.18","210.58","118.13K","0.88%"
"04/04/2023","210.73","210.47","211.70","209.80","92.33K","0.12%"
"03/04/2023","210.48","207.50","211.19","207.50","94.58K","1.44%"
"31/03/2023","207.50","205.95","207.52","204.97","78.32K","0.75%"
"30/03/2023","205.95","205.59","207.53","205.59","69.67K","0.18%"
"29/03/2023","205.59","205.76","206.46","204.14","51.76K","-0.08%"
"28/03/2023","205.76","206.74","207.94","204.93","69.18K","-0.44%"
"27/03/2023","206.67","205.83","206.67","205.14","63.30K","0.46%"
"24/03/2023","205.72","203.32","206.47","203.32","66.19K","1.18%"
"23/03/2023","203.32","203.96","204.17","200.54","48.38K","-0.31%"
"22/03/2023","203.96","203.10","205.19","203.10","42.96K","0.42%"
"21/03/2023","203.11","201.26","203.17","201.17","36.07K","0.74%"
"20/03/2023","201.62","204.35","205.22","201.62","54.53K","-1.39%"
"17/03/2023","204.47","204.19","206.57","203.26","43.74K","0.14%"
"16/03/2023","204.19","206.89","207.11","203.63","48.30K","-1.36%"
"15/03/2023","207.01","202.55","207.99","202.55","80.29K","2.20%"
"14/03/2023","202.55","205.85","206.57","201.50","75.56K","-1.60%"
"13/03/2023","205.85","207.86","207.86","205.70","50.57K","-0.97%"
"10/03/2023","207.86","209.03","209.14","206.96","65.59K","-0.56%"
"09/03/2023","209.03","208.68","209.90","207.05","55.08K","0.17%"
"08/03/2023","208.68","207.44","208.69","205.91","57.76K","0.57%"
"07/03/2023","207.50","205.19","207.94","203.31","43.28K","0.46%"
"06/03/2023","206.56","204.89","208.45","204.83","50.79K","0.82%"
"03/03/2023","204.89","206.14","207.68","204.15","62.50K","-0.61%"
"02/03/2023","206.14","206.81","208.79","204.55","38.58K","-0.33%"
"01/03/2023","206.83","201.56","206.83","200.35","58.27K","2.20%"
"28/02/2023","202.38","201.89","205.52","201.00","48.91K","-0.44%"
"27/02/2023","203.27","207.32","207.49","202.58","67.33K","-1.95%"
"24/02/2023","207.32","209.31","211.00","207.26","56.00K","-0.95%"
"23/02/2023","209.31","209.98","210.45","205.68","78.65K","-0.31%"
"22/02/2023","209.96","214.08","214.48","209.96","108.96K","-1.92%"
"21/02/2023","214.08","215.83","217.50","214.01","79.25K","-0.81%"
"20/02/2023","215.83","209.95","215.97","209.95","90.87K","2.80%"
"17/02/2023","209.95","210.84","212.46","209.50","60.13K","-0.42%"
"16/02/2023","210.84","208.09","210.85","208.09","65.32K","1.38%"
"15/02/2023","207.97","204.98","209.25","204.82","58.43K","1.52%"
"14/02/2023","204.86","204.49","205.43","201.89","36.36K","0.18%"
"13/02/2023","204.49","208.49","208.83","202.02","81.57K","-1.92%"
"10/02/2023","208.50","210.77","211.29","207.75","48.74K","-1.14%"
"09/02/2023","210.91","210.62","211.55","209.95","45.88K","0.14%"
"08/02/2023","210.62","209.82","212.15","208.74","61.46K","0.30%"
"07/02/2023","210.00","214.40","215.31","209.98","69.21K","-2.08%"
"06/02/2023","214.47","215.28","215.74","213.63","50.02K","-0.38%"
"03/02/2023","215.28","215.31","217.00","213.67","55.77K","-0.01%"
"02/02/2023","215.31","216.01","217.40","214.16","81.70K","-0.32%"
"01/02/2023","216.01","222.44","224.49","216.00","129.12K","-2.89%"
"31/01/2023","222.43","220.79","222.43","218.21","86.59K","0.75%"
"30/01/2023","220.78","220.77","223.09","219.57","103.79K","0.01%"
"27/01/2023","220.76","219.87","223.16","219.73","68.58K","0.40%"
"19/01/2023","219.87","217.73","219.87","217.49","69.38K","0.98%"
"18/01/2023","217.73","215.15","218.16","215.15","75.30K","1.20%"
"17/01/2023","215.15","210.87","215.15","210.17","64.68K","2.02%"
"16/01/2023","210.88","211.26","211.97","210.02","36.79K","-0.18%"
"13/01/2023","211.26","211.94","213.68","210.72","58.74K","-0.32%"
"12/01/2023","211.94","211.67","213.09","210.77","49.52K","0.13%"
"11/01/2023","211.67","210.78","213.07","209.50","58.73K","0.49%"
"10/01/2023","210.63","209.40","211.17","207.21","46.34K","0.46%"
"09/01/2023","209.67","210.71","212.96","208.81","41.62K","-0.47%"
"06/01/2023","210.65","212.92","214.58","210.10","58.61K","-1.15%"
"05/01/2023","213.11","212.91","214.70","211.35","52.76K","0.02%"
"04/01/2023","213.06","212.72","215.27","211.24","66.30K","0.24%"
"03/01/2023","212.56","205.07","212.56","204.71","66.64K","3.53%"
"30/12/2022","205.31","206.54","207.66","204.69","35.58K","-0.60%"
"29/12/2022","206.54","206.03","206.57","203.10","41.26K","0.24%"
"28/12/2022","206.04","203.14","206.30","202.79","43.90K","1.43%"
"27/12/2022","203.14","198.50","203.14","197.09","58.87K","2.34%"
"26/12/2022","198.50","205.30","205.81","197.95","80.86K","-3.31%"
"23/12/2022","205.30","205.79","206.49","203.00","46.25K","-0.24%"
"22/12/2022","205.79","203.24","206.79","201.33","55.59K","0.65%"
"21/12/2022","204.46","207.33","208.63","200.47","84.04K","-1.48%"
"20/12/2022","207.53","211.19","213.69","204.17","117.88K","-2.22%"
"19/12/2022","212.24","212.99","217.48","212.24","101.62K","-0.35%"
"16/12/2022","212.99","212.95","215.25","211.35","101.71K","0.02%"
"15/12/2022","212.95","213.21","214.69","210.74","71.51K","-0.12%"
"14/12/2022","213.21","213.59","217.23","211.93","85.55K","-0.18%"
"13/12/2022","213.59","209.88","213.75","206.34","95.48K","1.45%"
"12/12/2022","210.53","217.00","219.48","210.53","114.75K","-2.98%"
"09/12/2022","217.00","215.38","217.60","213.71","101.11K","0.76%"
"08/12/2022","215.37","209.82","216.69","208.78","100.42K","2.59%"
"07/12/2022","209.93","212.80","214.22","208.05","112.94K","-1.35%"
"06/12/2022","212.80","219.73","221.84","212.80","186.74K","-3.26%"
"05/12/2022","219.96","216.55","222.34","216.53","118.92K","1.85%"
"02/12/2022","215.96","211.01","216.04","208.19","135.17K","2.35%"
"01/12/2022","211.00","208.98","214.73","208.54","136.72K","1.06%"
"30/11/2022","208.79","207.41","210.89","204.41","88.05K","0.27%"
"29/11/2022","208.22","204.22","208.49","202.42","152.08K","2.04%"
"28/11/2022","204.06","196.93","204.10","196.48","77.54K","3.70%"
"25/11/2022","196.77","190.75","196.80","189.35","56.23K","2.90%"
"24/11/2022","191.22","191.00","191.81","188.48","58.28K","0.12%"
"23/11/2022","191.00","194.60","195.85","191.00","56.02K","-1.88%"
"22/11/2022","194.66","192.37","197.98","190.95","99.13K","1.17%"
"21/11/2022","192.40","190.14","193.73","187.99","52.05K","0.80%"
"18/11/2022","190.87","187.12","190.88","183.43","97.21K","1.60%"
"17/11/2022","187.86","183.93","188.77","181.73","70.44K","2.40%"
"16/11/2022","183.45","175.67","183.50","168.16","101.41K","4.36%"
"15/11/2022","175.78","183.39","183.39","174.34","58.22K","-4.18%"
"14/11/2022","183.45","189.76","189.76","182.40","65.56K","-3.35%"
"11/11/2022","189.81","191.68","193.69","188.97","77.91K","-1.34%"
"10/11/2022","192.39","201.34","201.34","191.89","59.89K","-4.47%"
"09/11/2022","201.39","199.19","203.52","198.35","44.35K","0.81%"
"08/11/2022","199.77","198.64","199.78","195.43","51.55K","0.61%"
"07/11/2022","198.56","203.73","205.10","198.11","62.80K","-2.93%"
"04/11/2022","204.56","210.54","210.84","203.25","73.07K","-2.93%"
"03/11/2022","210.74","211.66","211.78","209.80","37.23K","-0.43%"
"02/11/2022","211.66","212.29","213.94","211.27","47.36K","-0.33%"
"01/11/2022","212.36","210.43","213.27","209.69","53.69K","0.92%"
"31/10/2022","210.43","213.77","215.12","208.29","50.81K","-1.54%"
"28/10/2022","213.73","212.77","217.11","212.42","55.70K","0.05%"
"27/10/2022","213.63","205.11","213.63","201.94","55.28K","3.73%"
"26/10/2022","205.95","207.55","209.78","204.50","39.38K","-1.00%"
"25/10/2022","208.02","209.43","211.24","203.44","73.56K","-0.71%"
"24/10/2022","209.50","217.45","218.69","208.17","63.70K","-3.64%"
"21/10/2022","217.41","225.76","226.02","216.34","88.61K","-3.75%"
"20/10/2022","225.88","227.90","228.52","224.90","32.30K","-0.89%"
"19/10/2022","227.90","229.12","230.61","227.20","37.26K","-0.53%"
"18/10/2022","229.12","225.98","231.61","225.98","54.94K","1.17%"
"17/10/2022","226.46","228.01","228.01","223.84","43.31K","-0.63%"
"14/10/2022","227.89","224.69","229.58","224.69","66.73K","1.40%"
"13/10/2022","224.74","223.54","224.94","222.91","32.69K","0.59%"
"12/10/2022","223.43","218.45","225.09","215.84","50.73K","2.13%"
"11/10/2022","218.78","229.62","230.19","218.74","73.87K","-4.82%"
"10/10/2022","229.85","226.09","230.24","222.21","59.48K","1.66%"
"07/10/2022","226.09","235.13","235.25","222.92","83.77K","-3.84%"
"06/10/2022","235.13","242.00","243.44","233.66","50.76K","-2.89%"
"05/10/2022","242.12","235.58","242.58","234.35","48.96K","2.76%"
"04/10/2022","235.61","238.13","241.82","235.01","56.10K","-1.07%"
"03/10/2022","238.17","249.35","250.08","238.16","60.13K","-4.83%"
"30/09/2022","250.25","249.41","250.25","241.50","74.09K","0.34%"
"29/09/2022","249.41","252.34","255.92","249.25","50.66K","-1.17%"
"28/09/2022","252.35","255.52","255.66","251.99","61.47K","-1.24%"
"27/09/2022","255.52","255.68","257.00","253.88","45.85K","-0.06%"
"26/09/2022","255.68","263.42","264.37","251.62","82.32K","-3.31%"
"23/09/2022","264.44","264.62","268.13","264.34","56.08K","-0.45%"
"22/09/2022","265.64","264.84","265.64","260.92","56.74K","0.21%"
"21/09/2022","265.09","266.91","266.98","263.48","41.20K","-0.68%"
"20/09/2022","266.91","264.22","267.67","262.78","56.35K","1.01%"
"19/09/2022","264.25","273.03","275.06","263.09","84.46K","-3.16%"
"16/09/2022","272.88","278.25","280.35","272.82","76.42K","-2.43%"
"15/09/2022","279.69","277.98","281.18","277.94","50.63K","0.10%"
"14/09/2022","279.42","281.23","281.24","276.45","71.13K","-0.77%"
"13/09/2022","281.59","283.11","284.50","279.57","54.71K","-0.53%"
"12/09/2022","283.08","284.64","286.79","282.93","51.31K","-0.54%"
"09/09/2022","284.63","281.88","284.70","278.20","68.60K","0.88%"
"08/09/2022","282.15","284.05","285.95","281.48","79.74K","-0.67%"
"07/09/2022","284.05","293.27","293.29","284.05","100.65K","-3.14%"
"06/09/2022","293.27","292.82","294.67","292.58","67.41K","0.15%"
"05/09/2022","292.82","291.92","294.55","290.26","62.65K","0.31%"
"31/08/2022","291.92","293.86","294.03","291.56","66.22K","-0.66%"
"30/08/2022","293.86","295.54","297.88","293.52","66.15K","-0.57%"
"29/08/2022","295.54","299.50","299.50","288.94","127.27K","-1.32%"
"26/08/2022","299.50","301.86","302.99","298.13","91.89K","-0.78%"
"25/08/2022","301.86","301.34","302.70","301.17","84.01K","0.19%"
"24/08/2022","301.30","298.83","301.32","298.83","73.64K","0.72%"
"23/08/2022","299.14","294.73","299.14","292.61","89.54K","1.50%"
"22/08/2022","294.73","296.50","297.79","292.73","102.80K","-1.08%"
"19/08/2022","297.94","301.19","302.04","297.33","78.59K","-1.08%"
"18/08/2022","301.19","302.59","302.71","299.26","71.57K","-0.46%"
"17/08/2022","302.59","304.70","305.20","301.05","95.04K","-0.14%"
"16/08/2022","303.02","303.77","304.53","302.40","73.81K","-0.31%"
"15/08/2022","303.97","303.42","307.83","302.96","77.79K","0.18%"
"12/08/2022","303.42","300.18","303.51","299.81","68.87K","1.08%"
"11/08/2022","300.18","303.61","307.57","299.48","128.18K","-1.11%"
"10/08/2022","303.54","301.65","304.22","300.50","92.58K","0.71%"
"09/08/2022","301.41","301.31","302.72","300.01","96.90K","0.03%"
"08/08/2022","301.33","299.90","302.48","299.79","93.88K","0.48%"
"05/08/2022","299.90","297.73","300.26","296.44","91.27K","0.73%"
"04/08/2022","297.73","298.11","300.28","296.89","91.57K","-0.13%"
"03/08/2022","298.11","295.84","298.11","295.17","85.23K","0.77%"
"02/08/2022","295.84","294.62","297.62","293.99","106.78K","0.41%"
"01/08/2022","294.62","288.61","294.62","287.68","79.72K","2.08%"
"29/07/2022","288.61","289.84","291.82","288.37","62.18K","-0.42%"
"28/07/2022","289.84","284.55","291.97","284.55","77.99K","1.87%"
"27/07/2022","284.52","282.88","284.57","280.72","45.46K","0.58%"
"26/07/2022","282.88","285.38","286.54","282.75","42.01K","-0.88%"
"25/07/2022","285.38","288.83","288.89","284.00","58.82K","-1.19%"
"22/07/2022","288.83","288.11","290.53","288.11","60.10K","0.26%"
"21/07/2022","288.09","288.87","289.61","287.44","62.54K","-0.27%"
"20/07/2022","288.87","284.43","289.86","284.43","87.34K","1.56%"
"19/07/2022","284.43","286.19","286.84","280.10","60.23K","-0.07%"
"18/07/2022","284.63","284.71","287.32","283.98","56.96K","0.08%"
"15/07/2022","284.40","284.96","287.74","284.40","64.23K","-0.12%"
"14/07/2022","284.75","281.33","285.03","280.03","69.33K","1.20%"
"13/07/2022","281.36","281.99","284.24","280.50","57.73K","-0.22%"
"12/07/2022","281.99","276.08","282.23","275.77","58.32K","1.83%"
"11/07/2022","276.93","276.34","278.85","274.23","56.37K","-0.31%"
"08/07/2022","277.80","271.86","277.87","271.86","51.72K","2.18%"
"07/07/2022","271.86","271.92","272.66","268.21","40.48K","-0.02%"
